species,line_number,byte_offset,byte_length,record_sha256
08a_vinylene_carbonate_monB_3B-69,201,495206,2417,05d5ad73f25170a8c2d7445cc07f89c290151d0f0553e3a09eeb6fa8635a6d3b
08a_vinylene_carbonate_monC_3B-69,202,497623,2423,9bdfa3e60d86cf2d8ca7a0a96749afccb6eae3b7c9fa63d581f711f2829bd841
08a_vinylene_carbonate_trim_3B-69,203,500046,3106,9a76865a2a4988364793259ceb5439ebde367eb784f46d66d690352216a11bc9
08b_vinylene_carbonate_dimAB_3B-69,204,503152,2764,f0529b46248c6f29d3af4676a7b94c32fdc530c77790db0f2eeb0cf76d8b71d6
08b_vinylene_carbonate_dimAC_3B-69,205,505916,2776,0e010147d84a2457a9bff79b2b8b8b6729ba449c6967641a63e20b59c3415137
08b_vinylene_carbonate_dimBC_3B-69,206,508692,2770,e4fde3d2be859143b399eda5467449c729f66857852bc0130685607a3d14376e
08b_vinylene_carbonate_monA_3B-69,207,511462,2423,3c2b62213c2e1e2e9e3a59690d42f682965df1ee417330db0e9ee2a888f0b90e
08b_vinylene_carbonate_monB_3B-69,208,513885,2417,8f9207ca42ecddfd1d9f4debeb3c1698cf42497e111d02f8bfdd386473c5bc72
08b_vinylene_carbonate_monC_3B-69,209,516302,2429,232804a99b99978950e6fba970a60c8aa051f65ab2b9d68a21b162d4a307e85b
08b_vinylene_carbonate_trim_3B-69,210,518731,3112,ec5b120fe83b4726598d2d2965e7fdf01d285bc7b7ac536135ded938789d6cac
08c_vinylene_carbonate_dimAB_3B-69,211,521843,2764,5681b91c84ce6e70e2909fc51607c78e3f95c1ca453ec793bb5a3968c4a2bc7d
08c_vinylene_carbonate_dimAC_3B-69,212,524607,2770,22b6d920aa0081356868c7285c08baf6f65f80a8e97bd8719ed42f70732da925
08c_vinylene_carbonate_dimBC_3B-69,213,527377,2764,4e8ddf252e87142103dabfc3633c076aae3afa46840fc385c9ea0c1e7d63c2b4
08c_vinylene_carbonate_monA_3B-69,214,530141,2423,0a72956cdd899175f9dfdfa0e6d21bee728e4ff51f9a792ff381f59bef5c608e
08c_vinylene_carbonate_monB_3B-69,215,532564,2417,cbde49861cf32190992a8f72e855ee7f0900f20c015c1c36990c15acebd7484d
08c_vinylene_carbonate_monC_3B-69,216,534981,2423,142b66048e0488d6286453b3a327f73f608a5c2942c8a123c4811b64b1b96023
08c_vinylene_carbonate_trim_3B-69,217,537404,3106,79386d84c165d6e6306b145cc22035cde78ee74dc703b4f7aa5e264fcaf496bf
09_formaldehyde-dimer_0p9_dim_A21x12,218,540510,2432,fed1de5df7e8a8a86fd542741e61380e1b41815c05207171304a55be6ade562d
09_formaldehyde-dimer_1p0_dim_A21x12,219,542942,2432,9729ffeaecd6bb9c8129a70020b34091a12e3ae38023816a9a3f58f3ce996c0e
09_formaldehyde-dimer_1p1_dim_A21x12,220,545374,2432,29454da872230b9ff608e9a68d01f9baf2ec12e4dd4d599e979787b9ab628700
09_formaldehyde-dimer_1p2_dim_A21x12,221,547806,2432,e14cfa97fc1130bfe12765b044fec3c95fc9d761a5ceb8445383847619bffdfb
09_formaldehyde-dimer_1p4_dim_A21x12,222,550238,2432,369134e18761cca5183053a44501202601aa82e3b1a276d96dd757c80f7f153a
09_formaldehyde-dimer_1p6_dim_A21x12,223,552670,2432,dc47ae906e2ad997e2c7654c5e0815bedfe7c0a2d8cc33968164044ec4fcf693
09_formaldehyde-dimer_2p0_dim_A21x12,224,555102,2432,81ec3078ddcf3b08c641b07cc788d6cca79b15a04944ac7a31bb61a1d10e7996
09a_acetamide_dimAB_3B-69,225,557534,2865,6724abef88ab423dabc62eb2f4389e1a8f74380ddf014b29e9198692e2b8764e
09a_acetamide_dimAC_3B-69,226,560399,2860,377649e82c41c5428160e7c93e8a92ca4047a4003e5e18cb752653f2edcb231d
09a_acetamide_dimBC_3B-69,227,563259,2859,b4e95de66847cd1fb721a9e7933fef0e3a135af1081dca6dad1dcb4a80ad6799
09a_acetamide_monA_3B-69,228,566118,2464,d67f8ccb6a0149d088c0f6e6b7e7efa97e51d970a74c9d0610bdd6752f9e26e9
09a_acetamide_monB_3B-69,229,568582,2463,51e4881af880e370d9b75593050863fed8559f19c923e14224810e0f0ae761d3
09a_acetamide_monC_3B-69,230,571045,2458,7e2d9c4aeb59b7a38a940b6ee7d65a8cd12699a81af3ebc2b99a38a8c67c6a43
09a_acetamide_trim_3B-69,231,573503,3256,d8053927b740654f54d9e9f86b580dcec43f5c6171cbf3467e8d5cdb33a401d8
09b_acetamide_dimAB_3B-69,232,576759,2829,fb701889ab43c17305b04371fe23ed4f144fcf92afee5d841f2ac0eb08333d51
09b_acetamide_dimAC_3B-69,233,579588,2838,3d087678b916ff8bfe502c30ca9ee92945494ebc3f18d6c4295fb335fd7a2ca2
09b_acetamide_dimBC_3B-69,234,582426,2833,7e728e4262dbf516c179fec74f1ffe5eb741c4ec3eb7a65e8a802deb948d22e5
09b_acetamide_monA_3B-69,235,585259,2448,556279cef7edbd325da32bc33c6d459b7afa8e8f93b6b21cdd7d79af3f03761c
09b_acetamide_monB_3B-69,236,587707,2443,80ff176ff8e1b27afbec71ecbd2cd2ca584b3fc01ca554d2f451279694054725
09b_acetamide_monC_3B-69,237,590150,2452,ba865f5857ad42fc0aa0da0b66cf1ef61d011fcfa4df0aafa3888fdcacc41d56
09b_acetamide_trim_3B-69,238,592602,3214,0210d63c504bce35f9e997763d5a874a17a0ec8185629fbf2495d2b639f5ce51
09c_acetamide_dimAB_3B-69,239,595816,2849,3701c1f44279b4f176aed6576113a73b636125f6068e0bd81454e981f414e82b
09c_acetamide_dimAC_3B-69,240,598665,2854,770376be05772384796c33b16f7499e204f6b278da1859d910b5139149bbfc7f
09c_acetamide_dimBC_3B-69,241,601519,2855,877b1884c19e034313637a4c19f46ecc687571ced28255c8f5170213cbc9c6ac
09c_acetamide_monA_3B-69,242,604374,2455,ebd3e5b70566393f3ac2e8c495b1812349ce62c9c53a711114034b64eb4c00c3
09c_acetamide_monB_3B-69,243,606829,2456,431786e0e31368b30f4b143f234fcee4434834164507bd7ca75f6ae8b652afc3
09c_acetamide_monC_3B-69,244,609285,2461,d1e1ba41308416248338ac03ce311597cfa4d287696782d4218053d9ad885f10
09c_acetamide_trim_3B-69,245,611746,3243,fa015997b819bd9bb75d96b9f7ea91edaf20cfa4a7ed3009480fb5fff2d348c9
101_BzBz_PD32-0p2_dim_NBC10,246,614989,3092,177f5ff75c533c7367ed17478bb940119e7ebf8e904994713322e5e55f73c4ed
101_BzBz_PD32-0p2_monA_NBC10,247,618081,2578,b26119d8f470fac6f00a9243593be59ae1a07b9e8f76e2c60e605ffb8bd381e3
101_BzBz_PD32-0p2_monB_NBC10,248,620659,2582,13a578e9906826b839ecf515a757fdb384b63c4d41ae5b0aa14aa86957bfcc57
102_BzBz_PD32-0p4_dim_NBC10,249,623241,3092,0ee045519f94962052c8a015f316a8f9c5ed8b98a6e9c59d2e147447f79967dd
103_BzBz_PD32-0p6_dim_NBC10,250,626333,3092,79f66fd1fd995d0a232c0dfcff617ac6e9ea5612d5783ea9fcebb4b0c841ebda
104_BzBz_PD32-0p8_dim_NBC10,251,629425,3092,2315e3258a878c38d48dcfb421dd551b5e4175eb2548f4f6e14d2a614d7b3b09
105_BzBz_PD32-1p0_dim_NBC10,252,632517,3092,97ea21bd3f4975b03d6ce0e2bce5d28aeef1a3fef22b1fc69480d21655b87151
106_BzBz_PD32-1p2_dim_NBC10,253,635609,3092,cf28c03b9f4f2eb2c5a42841470dad309e2a89d98891aba408a5b7eae1001745
107_BzBz_PD32-1p4_dim_NBC10,254,638701,3094,ae4affbe33bf64f4d683d79e07434855cb597e0e33f041186a6b2f714f64ed4c
108_BzBz_PD32-1p5_dim_NBC10,255,641795,3094,c1e6e53d3100dce177c95be2eb77b0642476379d058ce5665c1d6b2864549603
109_BzBz_PD32-1p6_dim_NBC10,256,644889,3094,82ff7d32a2ea1941af52b58d86f9dae186dbd08c05cd429c19e32cc5c811a198
10_water-ethene_0p9_dim_A21x12,257,647983,2463,da090df0e9b034e98a17cc8b7dbaf51e9ee4fddbd71db62f01797ea8a46cdd8a
10_water-ethene_1p0_dim_A21x12,258,650446,2463,1562da641a2ca07c9b915ed7e02dd61fe5fefa7a715f0fbfb9008b3f32909f32
10_water-ethene_1p1_dim_A21x12,259,652909,2463,60519dd2d0e95293c9c0e637c65372853e0d5b025918f84a85d5ce18f9d719cf
10_water-ethene_1p2_dim_A21x12,260,655372,2463,aa98e005a47e2454d65fb66a36ae9423110643310d2eeaa35a7e5ac1c2d88619
10_water-ethene_1p4_dim_A21x12,261,657835,2463,c9debc0ef66c0c280def9c0cab0c53bea5511baecffd6ef09ac0793e0396ce0a
10_water-ethene_1p6_dim_A21x12,262,660298,2463,47b63f34810654771b0d8eba6dfe4738c074905b33df7dac080248d50c9058a7
10_water-ethene_2p0_dim_A21x12,263,662761,2463,7cceb662eae20910b95cb60d43e2952ea62b17d47f5221b59826a8fe35a53080
10a_imidazole_dimAB_3B-69,264,665224,2822,17a7f7b4e9121e393de8ed9d529e27652b9c456df85fc46dc4665003df5fc185
10a_imidazole_dimAC_3B-69,265,668046,2835,3e39b1b765aa0b16048cc6a343dec1600363563a4b52fec5b96f73e1f77316a3
10a_imidazole_dimBC_3B-69,266,670881,2833,1c726f3b9ff51257ad3208522ddc72692b008b908f5176f15632e9ddb62aedd0
10a_imidazole_monA_3B-69,267,673714,2441,6bfe250f53a14c0f8a354d7a8f3d1c3286cf41a9d038ae6df29287cea144bf2e
10a_imidazole_monB_3B-69,268,676155,2439,140b35db63d6136836d3679968e04515d04ac73afbb69abc771af8c538890459
10a_imidazole_monC_3B-69,269,678594,2452,92bb50be036d3cb9fd079b9f27ac0389f8014f8ee7ba7037213f50a479db63b0
10a_imidazole_trim_3B-69,270,681046,3211,ea134f858f8adbffa153f8ab0a44d6a804b5330f5e66c86741dcd42cdc327ad1
10b_imidazole_dimAB_3B-69,271,684257,2824,f223682b81450ebe2e8e48fc7175acf7e26a2bd2cd1875aaef656874147bb971
10b_imidazole_dimAC_3B-69,272,687081,2820,d95ce993a513b250a4bece283d2170872f11517983761936b5d180c844a95f1c
10b_imidazole_dimBC_3B-69,273,689901,2824,df6c3433ac7045f99ee35fa6de1a2eb291c9134f3fe17139dd0c2a845eb77445
10b_imidazole_monA_3B-69,274,692725,2439,fabd756bd39b693b1d6ec0ef5363d84a04762135f5858a0a1575adf3fd810711
10b_imidazole_monB_3B-69,275,695164,2443,c0195e2a87cca5f034667148566ae1c871c259e625260f7636c2b5293b351f0d
10b_imidazole_monC_3B-69,276,697607,2439,da0aef2975521e169af3fb155529a5226cdc5785079ca779d467c227ed7afdd2
10b_imidazole_trim_3B-69,277,700046,3200,0b3528da8e7751633089455bad2b9371d65d146f3579970b65eb1cb8582f7b5e
10c_imidazole_dimAB_3B-69,278,703246,2835,c303adc8aaddcaead6d6e7a6f0891749decbb0501e9bd4efbc8901873e962684
10c_imidazole_dimAC_3B-69,279,706081,2835,d1b2d90b33821a67cf6a9218740889aef0ead664f7937cf606a7c64e564b16d8
10c_imidazole_dimBC_3B-69,280,708916,2846,a1112571ab5e97a4dd7f8c17ab61930261a20193ab361f5e14876c584689a837
10c_imidazole_monA_3B-69,281,711762,2441,bd676d3b0ac2c33881d12b584ec815e0d542dd1841c6286dadf38bb3799862c7
10c_imidazole_monB_3B-69,282,714203,2452,d43b9034dc285fb53c4947ca15a5398a8f525920252d3c64fa8bb3dba88e7bb1
10c_imidazole_monC_3B-69,283,716655,2452,15db5e17cfdc812d91b0c2aea208f9ca494023b194f419962af7fe59101bb664
10c_imidazole_trim_3B-69,284,719107,3224,8f5b7a19f1033f958321596003396cf95a4385c1a91843fdf6ed3a4588bc5e21
10prod1_CR20,285,722331,2338,50ef8db548246029814e62ec93d8bc8d64eba3d25fadf784508aa829973cb25b
10prod2_CR20,286,724669,2158,5a7aab197493124b92f44261338cf54445a200c7b14acc6beccd7ff255e55041
10prod_DIE60,287,726827,2861,fc1cb6627b0579d08374b81bbefcd8fa907bfe52da2f314a0a67696f51445d7a
10react_CR20,288,729688,2471,b08bee2f45bbb59df59605efb894da34fc4ddd0dbd801f0d6c9c20d602535d14
10react_DIE60,289,732159,2863,0bc531f8bc2ea30f69165ed39e288cd098a2cca84e12ad969db544bbd62b066a
110_BzBz_PD32-1p7_dim_NBC10,290,735022,3094,42090f4651b9730c6ca22613b18251f458dc5cadc9405dba1b781ecae0e6efa2
111_BzBz_PD32-1p8_dim_NBC10,291,738116,3094,f59fbab48ee45e0a8a0f068152565a89ca0dee931777fc376beaeec71efaa92c
112_BzBz_PD32-1p9_dim_NBC10,292,741210,3094,591e97973a16383abe668b0281c4e62ad344eb1557a037bfb01cafaa5ce38ebe
113_BzBz_PD32-2p0_dim_NBC10,293,744304,3094,279675b59585a8c558a954f2c16dd41b62014d8509e1fb1ca4a77423a3fc8596
114_BzBz_PD32-2p2_dim_NBC10,294,747398,3096,1f7b30fb996dffa213dd240f647df42c6206e5d380741f51f05dc96d597ae006
115_BzBz_PD32-2p4_dim_NBC10,295,750494,3096,6dc9d76c6e8d69f9264240409120122ced34498f1704e8b58123be738b46a397
116_BzBz_PD32-2p6_dim_NBC10,296,753590,3096,494ba096bd954f3abedc1a2e5761903e0da218d6c923b4dd5e8e43a681ac5e93
117_BzBz_PD32-2p8_dim_NBC10,297,756686,3096,a45e9b9cc1751535980fe267587f79934a7e8b8e9c7cf069da3c596e5599749b
118_BzBz_PD32-3p0_dim_NBC10,298,759782,3096,53e9076c4ef87ed1ef9d6d86e5dd11ac7e28cff9db54ab837dd85a2954a95429
119_BzBz_PD34-0p2_dim_NBC10,299,762878,3092,a76c01f71b6bd7b83ca183b9a84b70fe7c56ec8a461ba86014d87b8e6ad26882
119_BzBz_PD34-0p2_monA_NBC10,300,765970,2578,80162b4dd14b5a8a12bb54c91cf856e187a02901a786c9793a06442a86b896a9
119_BzBz_PD34-0p2_monB_NBC10,301,768548,2582,edf1fca65f9015f30b7d87e1250143b96a212a7cca6b1f8fa8154c23b8e04008
11_000-000-SP_Pentane14,302,771130,2794,6f1fd4ab1eca05c4770434f733d0322637ca64aa6624f6378a40f637666f766f
11_Benzene_Ne_2p800_BzDC215,303,773924,2629,755680f66b9c30b102783d7943b26135df6c686f2cb7bed7366292c5c987a975
11_Benzene_Ne_2p900_BzDC215,304,776553,2629,efa4711ce26a33d265303de03d5d668c7b888df141777e413f81b4ce290c3b71
11_Benzene_Ne_3p000_BzDC215,305,779182,2629,8fcd11808b093149d69d792ccea011d00462a0b6e01efd3c3404b6f36acc3c41
11_Benzene_Ne_3p100_BzDC215,306,781811,2629,e457e3977c4488d9df5e14c76a7e9df77dffb3d2629052e3f0af08bc9f3f09d9
11_Benzene_Ne_3p150_BzDC215,307,784440,2629,25097bb07021b177c7771a84a4f95f345e9530c28e9b732238cddd0a782cd38b
11_Benzene_Ne_3p200_BzDC215,308,787069,2629,bf863d3cfe9498e3383ea99aa2857f9ab2ad792c3adb094b4e532e7fd492df80
11_Benzene_Ne_3p250_BzDC215,309,789698,2629,6e7cd8e2c741e5674f0a5dda13aaf072e7bc266d62a656c93016f3fde97ce2eb
11_Benzene_Ne_3p300_BzDC215,310,792327,2629,70a909a87a2bafd79c9d50ebff40c2141db60e7a015d5e034be6b8cc1da00cc0
11_Benzene_Ne_3p350_BzDC215,311,794956,2629,4a47f1bb6ae085cc78ff27ab6e96299bbecfe61361a523542e18eaabc3ed8b79
11_Benzene_Ne_3p400_BzDC215,312,797585,2629,6dc3b67a845508e30b91b0efa78629d7f094a2f139a2f675430259d1261b8c1e
11_Benzene_Ne_3p500_BzDC215,313,800214,2629,e370049e5a91ee3e8415d5a505144c9dbc35cbcf517f89b3640621285197464f
11_Benzene_Ne_3p600_BzDC215,314,802843,2629,48b6dbdfbe0eae5eaa42cfbeefac6e3dac4f135f6a3b1f64c68150879271ec6f
11_Benzene_Ne_3p700_BzDC215,315,805472,2629,79328313f8987adcee297999cf891e6ded33d27df77f8996397ea238250106e3
11_Benzene_Ne_3p800_BzDC215,316,808101,2629,a26d5b4a0a09a0442eb0456d15e32f811df8bea680545a0b1f0bb05f30a39e4c
11_Benzene_Ne_3p900_BzDC215,317,810730,2629,42d076c62deaf26b7a21efe57d8d5281c1ce472fffc922c548b3bb4013d03cd1
11_Benzene_Ne_4p000_BzDC215,318,813359,2629,81ac45c34985c1c01ceec3840ccb2a0c811f3b210f428ce36fcda46de114963d
11_Benzene_Ne_4p250_BzDC215,319,815988,2629,620a642d186d750ee7f21d6e0412a4fcf7e33ac5f72b20ca9f6aabb1280ed6db
11_Benzene_Ne_4p500_BzDC215,320,818617,2629,7c65f16e0984fff76683093d2608e1de39a8e64dcce14f9c1d53357cadee571c
11_Benzene_Ne_4p750_BzDC215,321,821246,2629,760d55afcc5d5a6f4b3da7598a6a43ea7e509562b9bee0aa5d81de4425bd862a
11_Benzene_Ne_5p000_BzDC215,322,823875,2629,e5b37c2d59a36cae78b52ce66320c50ef68dc5d5f2a673a54b586f531495f414
11_Benzene_Ne_5p500_BzDC215,323,826504,2629,8191b58061151f453a5c6dc6ed48e360e5ffbe990cbfbefc2bbbc64834e5643d
11_Benzene_Ne_6p000_BzDC215,324,829133,2629,b743895178654a693d551dd89764fc39cfe7622c7f94ce6764ea512089202010
11_Benzene_Ne_6p500_BzDC215,325,831762,2629,6b43730db097af3160875fcf0853f61f4d2e6ca6c9c78e78f8fe0d0ae4cb561b
11_Benzene_Ne_7p000_BzDC215,326,834391,2629,2da0725bd72cf0b6d0997604484ffdde576c045f05fed891389c9d191f8936cd
11_Benzene_Ne_monA_BzDC215,327,837020,2578,f7d52e4491717ae7360d4cc363a5ab9a6083dc6204e1a0803f3c1ca62232310b
11_Benzene_Ne_monB_BzDC215,328,839598,2103,b435c924536e7620f4e71ad14dad970d5a285392d61ba092fd15cb9a2b3696ff
11_Br2_XB18,329,841701,2113,a8bb2f390dd38980aca0cf886998c9d3643103ee05b1191c1b7269b4613921ff
11_C20BowlC5v_C20C24,330,843814,2917,b5fe35a790bdb3f7b3c9b9c6520aa63264a4852cd0d8ac6f7b94e73162b6536e
11_C4H4_Platonic24,331,846731,2415,ae0f18ba1f60af6856f32bfd0edfa9d09feacd79a78c35276ab2739449d59605
11_CH4_H2O_OH__C_dim_HW30,332,849146,2410,2bc54e7ba4d9ff62bad11dbdd1ffb2960dd23afda5388724976e608151a41ab6
11_CH4_H2O_OH__C_monA_HW30,333,851556,2282,98ae6031b62af97ee3063f0d768fdaefa5dd041f4d63e60cbc0462817d9356f3
11_CH4_H2O_OH__C_monB_HW30,334,853838,2186,a22f0eb071d0a50b906e1fbc2c04c35051fd1cdad3f4aa9477876592f796da08
11_Cl-_ClF_dim_Bauza30,335,856024,2185,5b7084b36a99d67c76d43c8bdd3ea050ba05d04951d6555ca11e0ab17ce83c1e
11_Cl-_ClF_monA_Bauza30,336,858209,2098,88b989cd7fd5b7d86cee8b9e3d58cfd8b62071593d0dc9332a9a25c8ac3df37c
11_Cl-_ClF_monB_Bauza30,337,860307,2142,afccd886dc28f6551562ebe6b49cc4071f82c8190ed2efc439e88070fc8ad3ff
11_ClF-A_dim_CT20,338,862449,2305,263cdb4ccd514477788edf5b35e99e1cc8b87c9f47862e8774b4b7fe9fdf7417
11_ClF-A_monA_CT20,339,864754,2217,eb0e05ebfad07512b22f8075b24d96c0712044ba019651dca860d0a9fc576af9
11_ClF-A_monB_CT20,340,866971,2129,70b5b6edd453a46332427a60fa22aac8e4e1f79091f531fa96725df643922258
11_ClHNH3_HB49,341,869100,2303,695af30c681cae3179dab2ebde03d7c4c858cb3859c29094e3001d110e3eacfa
11_H2O1F_HW6F,342,871403,2210,2b0e51857e898ca4b0ea3fb4158890712ac2775b3f97ed16b497f3966ab8ffed
11_H2O1F_mon1_HW6F,343,873613,2172,3d22b5c0bb8bf5e90bff7453a342e9cc167495baabcc606878da1bc29f3647d3
11_H2O1F_mon2_HW6F,344,875785,2084,73d2e24a30c57edca60acbca52d6bae5a84024b1922ba4c890bb4f1d8ebb9f50
11_H2O_TA13,345,877869,2156,a276e072fcfef5e15d7364ef135aab53d7120d593843d41897347f8beb3cbd61
11_H_AE18,346,880025,2065,4225aa04a55088e212635d5717f33acd5c51ee871eeae5261661434dda340888
11_Isomer1_FmH2O10,347,882090,3415,ef4b6b37940431746890059d976d0663e3bbca84c842c241eed656809215af32
11_Isomer1_Styrene45,348,885505,2747,5a86730d4a10eafaca44e2708ae05889514307addacf160fe5d592f6fe4f37c4
11_Isomer1_mon10_FmH2O10,349,888252,2191,15f2da66ab3230f4115550b963cdff42522c0d676af4296b15b157b511c8efbe
11_Isomer1_mon11_FmH2O10,350,890443,2100,0839c8c32996024914deea141396d64de8b28cea33393b6c4bced44654d3ce10
11_Isomer1_mon1_FmH2O10,351,892543,2192,6b4ea6a923fac1bb3a17e921d33511e37fade44d8f0e031d11c90734b58e1e8e
11_Isomer1_mon2_FmH2O10,352,894735,2188,3c6ab733d6eb29e8a8bf78bab094fc18f74748fcc28378718f2a36a37dcfda1a
11_Isomer1_mon3_FmH2O10,353,896923,2188,6195503f7942d14cb90c57b2316a390e4e362fd724951f533c6fbf523098d298
11_Isomer1_mon4_FmH2O10,354,899111,2192,f9d818d2f040edc698022da0f5d79343f2dda0063f327105010f9cf93609d226
11_Isomer1_mon5_FmH2O10,355,901303,2190,f38885b688c913804e6c090ea11dded169ad7248bb541d8fc579367de14840a8
11_Isomer1_mon6_FmH2O10,356,903493,2185,413925a4bb46e6a63758eb85de25e71837e18484f869f1932ad92892e6daf80c
11_Isomer1_mon7_FmH2O10,357,905678,2185,ae71355d1212eedfd65f34f84af26c65009e941ea83399d8c7c31abd0ba7a36f
11_Isomer1_mon8_FmH2O10,358,907863,2188,50133764292d65e5d168e0c78fca307385f7a175f67353745cea1438c0844a02
11_Isomer1_mon9_FmH2O10,359,910051,2191,363a5d956ee47c63bc0bca3268f964ce0c11175e10f0c1a8df0d82c1fe757915
11_NH2Br_HNBrBDE18,360,912242,2227,955d510f30cef52248b04529b81e5e98ed52eee1b5e43eb771169ad9044d1d2f
11_Reactant1_EIE22,361,914469,2521,841856b53842fe0e5682bcf991f8b23f9ae09d472c68afd72f20d382ccd8dbdf
11_Rxn1_TS_0cat_WCPT27,362,916990,2272,a78473241a7004181106fafdaceb66b8b075dc900bcf940926841a9c0bba6b67
11_ala29-big_dim_HSG,363,919262,3060,c2d1ea83133bf62f812a148878a7caa8ba7e85a9a9637d2df46d3af864396901
11_ala29-big_monA_HSG,364,922322,2268,d355df5a58d73e706b65d318ff469e306fa91b906bde5085257a803819b5d031
11_ala29-big_monB_HSG,365,924590,2842,07200a8b28db7fb09f45df530c2ea694c3d735367cf0fa990f44464cf6f5b021
11_boat-a_H2O16Rel5,366,927432,4140,4e62de0504abf30c603785fc49f9a8513f4cf07ee2cb047b3bb1158348a9e4b1
11_c2h4_BH76,367,931572,2289,c339ea37bbc0d1404340bd03ba8f169816c820e38f52a25797b9bbe43830398b
11_ch3oh_ch3sch3_cs_dim_DS14,368,933861,2724,e14ba98595870b2d5b1224ed8318b107d85ac63614e285739f0258f8a34fd449
11_ch3oh_ch3sch3_cs_monA_DS14,369,936585,2466,0c0593f7013dc1f436c7de027657f52e88810bd12004c41737b785ab4951c203
11_ch3oh_ch3sch3_cs_monB_DS14,370,939051,2324,49651af860230e5633e6755ea5c3a8c4f721becbe41907cdf89397cfcfd42adf
11_formaldehyde-ethene_0p9_dim_A21x12,371,941375,2520,985d4a028c83fdd69b1eccc106b2f12aef7549f085f28210968b3b54e8215614
11_formaldehyde-ethene_1p0_dim_A21x12,372,943895,2520,ceae62a0e1633a78b553fc660c85345712302f0236f389eb4216e01af2424970
11_formaldehyde-ethene_1p1_dim_A21x12,373,946415,2520,dc1571f0b325af4257d807a03ea1a516e08180d23ba81893b6c74b9616f61efb
11_formaldehyde-ethene_1p2_dim_A21x12,374,948935,2520,2f90204111afae28b2b752a234404174872c2033b814e3b6b95df0e75e520b3e
11_formaldehyde-ethene_1p4_dim_A21x12,375,951455,2520,1510e02e79121a9407aa91011625b40e43606bb1d8d2ae421b3d26ef7bfd2287
11_formaldehyde-ethene_1p6_dim_A21x12,376,953975,2520,314f4ed5555e63bed2e0822ab6a381bd1911730c1d867d275c2561931d4e9c01
11_formaldehyde-ethene_2p0_dim_A21x12,377,956495,2520,2526e8e0f76fbde06657dba7d3082cf16995c577baeee496dee03de962a7178d
11_isomer1_H2O20Bind10,378,959015,4690,1deecb24d5f229d4b32f088b32dd25ca9daad3a4364cb85a1e3a298efb87afaa
11_isomer1_mon10_H2O20Bind10,379,963705,2201,c647bab2a8c1fc848f4bd3b68002dcf717fa32958825dbb3020d005b302f5d3b
11_isomer1_mon11_H2O20Bind10,380,965906,2198,07c128f7f27a1ab413cdf178e663abe414f7e31873f3b0565833992ccacf1b7e
11_isomer1_mon12_H2O20Bind10,381,968104,2199,d4e6a6e9dda61fa7518ee7e6a7e2b89df111b9b1267ff50a8d42ae3b68c2d0e5
11_isomer1_mon13_H2O20Bind10,382,970303,2198,2d827297c5a536fdd8dc064bdcc58926f94a6bcccf4f7b56f64714a86d6d6df9
11_isomer1_mon14_H2O20Bind10,383,972501,2201,5394a1364dd02be86aee92ebd795c66bad22d7cc6eb6e7de120f74ade9cf9005
11_isomer1_mon15_H2O20Bind10,384,974702,2204,b55230d1ba240d5928f632a4251de5a67696b55d019ca2ce9050b9bcd84895bd
11_isomer1_mon16_H2O20Bind10,385,976906,2199,2589b87e70e0ffb68c5b0614c23d10c856708cc20b21b5f9faafe06eb24a2c52
11_isomer1_mon17_H2O20Bind10,386,979105,2200,b687fd3d89e8c4736f28e2aaf68d4dc4505ce9695f3edc160d999c39984a197e
11_isomer1_mon18_H2O20Bind10,387,981305,2204,50c619376cb11483c3a5ae883671ef769089f2d4afad1523d05a05b380d63136
11_isomer1_mon19_H2O20Bind10,388,983509,2199,790fc2e4314d1648b7ea043ee2004c84dd1ae98cd5b5dae3ad9a655d438f379a
11_isomer1_mon1_H2O20Bind10,389,985708,2200,4d145e36b5e72afdf2ce63f4a047fd0556a41e10de08a5de8e5da7d4673574aa
11_isomer1_mon20_H2O20Bind10,390,987908,2199,4603531c4e8c305c158f69a3ad6276abbfa3d1e1bf456ac7df654fe29d2b3811
11_isomer1_mon2_H2O20Bind10,391,990107,2197,df8079e9420f01bc6034587b37e85bda7cd2df8954ee17b6cd79e94535730997
11_isomer1_mon3_H2O20Bind10,392,992304,2196,6e8343ed47493931e1daa74ea02c551ce689e15ca2f83787ced4e92c44b14b18
11_isomer1_mon4_H2O20Bind10,393,994500,2199,544ea69efdafd7514e2ca68d7ceb463c945f72073890485efa11798c573c95f9
11_isomer1_mon5_H2O20Bind10,394,996699,2199,90c77a86b6c63be5bc03ca931e3da1cd3c4a6c4615e4e2f006cb3c9269d2d0e1
11_isomer1_mon6_H2O20Bind10,395,998898,2199,ff06283a4afa445ca8971db6b0ca84f838455792878508dbeda9a165c5c6f23b
11_isomer1_mon7_H2O20Bind10,396,1001097,2201,66fc081eba01ac141a5b48448e906d9cba68d86aa5af9225f10a5f506e433b47
11_isomer1_mon8_H2O20Bind10,397,1003298,2199,b743277391ab7e1e9cc934c0f849eb23f6a35c317a3f83970cd7d665bf72a746
11_isomer1_mon9_H2O20Bind10,398,1005497,2202,fd393f614e67cb153e532a8b6afce51a09034c6d297fd2c36f3ccd764d2e9976
11_methane_Alk44,399,1007699,2272,811ae75bed1b4e4c5f62da342da2fae3ca41ba5aed69b93890a731cc5c6cc73e
