global_index,si_row_index,set_or_subset,property_class,dataset_eval_dataset,reaction,dataset_order,selection_index,weight_spec,objective_weight
1431,46,CUAGAU83,TM,CUAGAU83,CUAGAU_3,3,3,1.5,1.5
1432,46,CUAGAU83,TM,CUAGAU83,CUAGAU_4,4,4,1.5,1.5
1433,46,CUAGAU83,TM,CUAGAU83,CUAGAU_5,5,5,1.5,1.5
1434,46,CUAGAU83,TM,CUAGAU83,CUAGAU_8,6,6,1.5,1.5
1435,46,CUAGAU83,TM,CUAGAU83,CUAGAU_9,7,7,1.5,1.5
1436,46,CUAGAU83,TM,CUAGAU83,CUAGAU_10,8,8,1.5,1.5
1437,46,CUAGAU83,TM,CUAGAU83,CUAGAU_11,9,9,1.5,1.5
1438,46,CUAGAU83,TM,CUAGAU83,CUAGAU_12,10,10,1.5,1.5
1439,46,CUAGAU83,TM,CUAGAU83,CUAGAU_13,11,11,1.5,1.5
1440,46,CUAGAU83,TM,CUAGAU83,CUAGAU_14,12,12,1.5,1.5
1441,46,CUAGAU83,TM,CUAGAU83,CUAGAU_15,13,13,1.5,1.5
1442,46,CUAGAU83,TM,CUAGAU83,CUAGAU_16,14,14,1.5,1.5
1443,46,CUAGAU83,TM,CUAGAU83,CUAGAU_17,15,15,1.5,1.5
1444,46,CUAGAU83,TM,CUAGAU83,CUAGAU_18,16,16,1.5,1.5
1445,46,CUAGAU83,TM,CUAGAU83,CUAGAU_19,17,17,1.5,1.5
1446,46,CUAGAU83,TM,CUAGAU83,CUAGAU_22,18,18,1.5,1.5
1447,46,CUAGAU83,TM,CUAGAU83,CUAGAU_23,19,19,1.5,1.5
1448,46,CUAGAU83,TM,CUAGAU83,CUAGAU_24,20,20,1.5,1.5
1449,46,CUAGAU83,TM,CUAGAU83,CUAGAU_25,21,21,1.5,1.5
1450,46,CUAGAU83,TM,CUAGAU83,CUAGAU_26,22,22,1.5,1.5
1451,46,CUAGAU83,TM,CUAGAU83,CUAGAU_27,23,23,1.5,1.5
1452,46,CUAGAU83,TM,CUAGAU83,CUAGAU_28,24,24,1.5,1.5
1453,46,CUAGAU83,TM,CUAGAU83,CUAGAU_29,25,25,1.5,1.5
1454,46,CUAGAU83,TM,CUAGAU83,CUAGAU_30,26,26,1.5,1.5
1455,46,CUAGAU83,TM,CUAGAU83,CUAGAU_31,27,27,1.5,1.5
1456,46,CUAGAU83,TM,CUAGAU83,CUAGAU_32,28,28,1.5,1.5
1457,46,CUAGAU83,TM,CUAGAU83,CUAGAU_33,29,29,1.5,1.5
1458,46,CUAGAU83,TM,CUAGAU83,CUAGAU_36,30,30,1.5,1.5
1459,46,CUAGAU83,TM,CUAGAU83,CUAGAU_37,31,31,1.5,1.5
1460,46,CUAGAU83,TM,CUAGAU83,CUAGAU_38,32,32,1.5,1.5
1461,46,CUAGAU83,TM,CUAGAU83,CUAGAU_39,33,33,1.5,1.5
1462,46,CUAGAU83,TM,CUAGAU83,CUAGAU_40,34,34,1.5,1.5
1463,46,CUAGAU83,TM,CUAGAU83,CUAGAU_41,35,35,1.5,1.5
1464,46,CUAGAU83,TM,CUAGAU83,CUAGAU_42,36,36,1.5,1.5
1465,47,MOR13,TM,MOR13,MOR13_1,1,1,10,10
1466,47,MOR13,TM,MOR13,MOR13_2,2,2,10,10
1467,47,MOR13,TM,MOR13,MOR13_3,3,3,10,10
1468,47,MOR13,TM,MOR13,MOR13_4,4,4,10,10
1469,47,MOR13,TM,MOR13,MOR13_5,5,5,10,10
1470,47,MOR13,TM,MOR13,MOR13_6,6,6,10,10
1471,47,MOR13,TM,MOR13,MOR13_7,7,7,10,10
1472,47,MOR13,TM,MOR13,MOR13_8,8,8,10,10
1473,47,MOR13,TM,MOR13,MOR13_9,9,9,10,10
1474,47,MOR13,TM,MOR13,MOR13_10,10,10,10,10
1475,47,MOR13,TM,MOR13,MOR13_11,11,11,10,10
1476,47,MOR13,TM,MOR13,MOR13_12,12,12,10,10
1477,47,MOR13,TM,MOR13,MOR13_13,13,13,10,10
1478,48,TMB11,TM,TMB11,TMB11_1,1,1,10,10
1479,48,TMB11,TM,TMB11,TMB11_2,2,2,10,10
1480,48,TMB11,TM,TMB11,TMB11_3,3,3,10,10
1481,48,TMB11,TM,TMB11,TMB11_4,4,4,10,10
1482,48,TMB11,TM,TMB11,TMB11_5,5,5,10,10
1483,48,TMB11,TM,TMB11,TMB11_6,6,6,10,10
1484,48,TMB11,TM,TMB11,TMB11_7,7,7,10,10
1485,48,TMB11,TM,TMB11,TMB11_8,8,8,10,10
1486,48,TMB11,TM,TMB11,TMB11_9,9,9,10,10
1487,48,TMB11,TM,TMB11,TMB11_10,10,10,10,10
1488,48,TMB11,TM,TMB11,TMB11_11,11,11,10,10
1489,49,TMD10,TM,TMD10,TMD10_1,1,1,10,10
1490,49,TMD10,TM,TMD10,TMD10_2,2,2,10,10
1491,49,TMD10,TM,TMD10,TMD10_3,3,3,10,10
1492,49,TMD10,TM,TMD10,TMD10_4,4,4,10,10
1493,49,TMD10,TM,TMD10,TMD10_5,5,5,10,10
1494,49,TMD10,TM,TMD10,TMD10_6,6,6,10,10
1495,49,TMD10,TM,TMD10,TMD10_7,7,7,10,10
1496,49,TMD10,TM,TMD10,TMD10_8,8,8,10,10
1497,49,TMD10,TM,TMD10,TMD10_9,9,9,10,10
1498,49,TMD10,TM,TMD10,TMD10_10,10,10,10,10
