reaction,dataset,scope,coefficient_fitting,model_selection,overfitting_diagnostic,final_assessment,objective_weight,stoichiometric_species_count
Amino20x4_35,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_36,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_37,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_38,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_39,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_40,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_41,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_42,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_43,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_44,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_45,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_46,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_47,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_48,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_49,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_50,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_51,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_52,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_53,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_54,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_55,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_56,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_57,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_58,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_59,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_60,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_61,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_62,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_63,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_64,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_65,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_66,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_67,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_68,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_69,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_70,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_71,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_72,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_73,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_74,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_75,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_76,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_77,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_78,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_79,Amino20x4,gscdb137,false,true,false,false,,2
Amino20x4_80,Amino20x4,gscdb137,false,true,false,false,,2
BDE99_1,BDE99MR,gscdb137,false,true,false,false,,3
BDE99_2,BDE99MR,gscdb137,false,true,false,false,,2
BDE99_3,BDE99MR,gscdb137,false,true,false,false,,3
BDE99_4,BDE99MR,gscdb137,false,true,false,false,,3
BDE99_5,BDE99MR,gscdb137,false,true,false,false,,3
BDE99_6,BDE99MR,gscdb137,false,true,false,false,,3
BDE99_7,BDE99MR,gscdb137,false,true,false,false,,3
BDE99_8,BDE99MR,gscdb137,false,true,false,false,,3
BDE99_9,BDE99MR,gscdb137,false,true,false,false,,3
BDE99_12,BDE99MR,gscdb137,false,true,false,false,,3
BDE99_55,BDE99MR,gscdb137,false,true,false,false,,3
BDE99_56,BDE99MR,gscdb137,false,true,false,false,,3
BDE99_57,BDE99MR,gscdb137,false,true,false,false,,3
BDE99_58,BDE99MR,gscdb137,false,true,false,false,,3
BDE99_97,BDE99MR,gscdb137,false,true,false,false,,3
BDE99_98,BDE99MR,gscdb137,false,true,false,false,,2
BDE99_10,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_11,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_13,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_14,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_15,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_16,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_17,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_18,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_19,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_20,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_21,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_22,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_23,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_24,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_25,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_26,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_27,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_28,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_29,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_30,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_31,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_32,BDE99nonMR,gscdb137,true,true,false,false,1.2,2
BDE99_33,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_34,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_35,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_36,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_37,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_38,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_39,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_40,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_41,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_42,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_43,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_44,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_45,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_46,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_47,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_48,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_49,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_50,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_51,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_52,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_53,BDE99nonMR,gscdb137,true,true,false,false,1.2,2
BDE99_54,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_59,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_60,BDE99nonMR,gscdb137,true,true,false,false,1.2,2
BDE99_61,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_62,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_63,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_64,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_65,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_66,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_67,BDE99nonMR,gscdb137,true,true,false,false,1.2,2
BDE99_68,BDE99nonMR,gscdb137,true,true,false,false,1.2,2
BDE99_69,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_70,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_71,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_72,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_73,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_74,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_75,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_76,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_77,BDE99nonMR,gscdb137,true,true,false,false,1.2,2
BDE99_78,BDE99nonMR,gscdb137,true,true,false,false,1.2,2
BDE99_79,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_80,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_81,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_82,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_83,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_84,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_85,BDE99nonMR,gscdb137,true,true,false,false,1.2,2
BDE99_86,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_87,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_88,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_89,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_90,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_91,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_92,BDE99nonMR,gscdb137,true,true,false,false,1.2,2
BDE99_93,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_94,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_95,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_96,BDE99nonMR,gscdb137,true,true,false,false,1.2,3
BDE99_99,BDE99nonMR,gscdb137,true,true,false,false,1.2,2
BH28_BHDIV_1,BH28,gscdb137,true,true,false,false,10,2
BH28_BHDIV_2,BH28,gscdb137,true,true,false,false,10,2
BH28_BHDIV_3,BH28,gscdb137,true,true,false,false,10,2
BH28_BHPERI_4,BH28,gscdb137,true,true,false,false,10,2
BH28_BHPERI_5,BH28,gscdb137,true,true,false,false,10,2
BH28_BHPERI_6,BH28,gscdb137,true,true,false,false,10,2
BH28_BHPERI_7,BH28,gscdb137,true,true,false,false,10,2
BH28_BHPERI_8,BH28,gscdb137,true,true,false,false,10,2
BH28_BHPERI_9,BH28,gscdb137,true,true,false,false,10,3
BH28_CADBH_10,BH28,gscdb137,true,true,false,false,10,3
BH28_CADBH_11,BH28,gscdb137,true,true,false,false,10,3
BH28_CADBH_12,BH28,gscdb137,true,true,false,false,10,3
BH28_CADBH_13,BH28,gscdb137,true,true,false,false,10,3
BH28_CADBH_14,BH28,gscdb137,true,true,false,false,10,3
BH28_CADBH_15,BH28,gscdb137,true,true,false,false,10,3
BH28_CADBH_16,BH28,gscdb137,true,true,false,false,10,3
BH28_CADBH_17,BH28,gscdb137,true,true,false,false,10,3
BH28_CADBH_18,BH28,gscdb137,true,true,false,false,10,3
BH28_CRBH_19,BH28,gscdb137,true,true,false,false,10,2
BH28_CRBH_20,BH28,gscdb137,true,true,false,false,10,2
BH28_CRBH_21,BH28,gscdb137,true,true,false,false,10,2
BH28_CRBH_22,BH28,gscdb137,true,true,false,false,10,2
BH28_CRBH_23,BH28,gscdb137,true,true,false,false,10,2
BH28_CRBH_24,BH28,gscdb137,true,true,false,false,10,2
BH28_PXBH_25,BH28,gscdb137,true,true,false,false,10,2
BH28_PXBH_26,BH28,gscdb137,true,true,false,false,10,2
BH28_PXBH_27,BH28,gscdb137,true,true,false,false,10,2
BH28_PXBH_28,BH28,gscdb137,true,true,false,false,10,2
BH76_3,BH46,gscdb137,false,true,false,false,,3
BH76_7,BH46,gscdb137,false,true,false,false,,3
BH76_8,BH46,gscdb137,false,true,false,false,,3
BH76_9,BH46,gscdb137,false,true,false,false,,3
BH76_10,BH46,gscdb137,false,true,false,false,,3
BH76_13,BH46,gscdb137,false,true,false,false,,3
BH76_15,BH46,gscdb137,false,true,false,false,,2
BH76_17,BH46,gscdb137,false,true,false,false,,3
BH76_21,BH46,gscdb137,false,true,false,false,,3
BH76_22,BH46,gscdb137,false,true,false,false,,3
BH76_27,BH46,gscdb137,false,true,false,false,,2
BH76_28,BH46,gscdb137,false,true,false,false,,2
BH76_31,BH46,gscdb137,false,true,false,false,,3
BH76_32,BH46,gscdb137,false,true,false,false,,2
BH76_35,BH46,gscdb137,false,true,false,false,,3
BH76_36,BH46,gscdb137,false,true,false,false,,2
BH76_39,BH46,gscdb137,false,true,false,false,,3
BH76_40,BH46,gscdb137,false,true,false,false,,3
BH76_41,BH46,gscdb137,false,true,false,false,,3
BH76_42,BH46,gscdb137,false,true,false,false,,3
BH76_43,BH46,gscdb137,false,true,false,false,,3
BH76_44,BH46,gscdb137,false,true,false,false,,3
BH76_47,BH46,gscdb137,false,true,false,false,,3
BH76_49,BH46,gscdb137,false,true,false,false,,3
BH76_50,BH46,gscdb137,false,true,false,false,,3
BH76_51,BH46,gscdb137,false,true,false,false,,3
BH76_52,BH46,gscdb137,false,true,false,false,,3
BH76_53,BH46,gscdb137,false,true,false,false,,3
BH76_54,BH46,gscdb137,false,true,false,false,,3
BH76_55,BH46,gscdb137,false,true,false,false,,3
BH76_56,BH46,gscdb137,false,true,false,false,,3
BH76_57,BH46,gscdb137,false,true,false,false,,3
BH76_58,BH46,gscdb137,false,true,false,false,,3
BH76_59,BH46,gscdb137,false,true,false,false,,3
BH76_60,BH46,gscdb137,false,true,false,false,,3
BH76_65,BH46,gscdb137,false,true,false,false,,3
BH76_66,BH46,gscdb137,false,true,false,false,,3
BH76_67,BH46,gscdb137,false,true,false,false,,3
BH76_68,BH46,gscdb137,false,true,false,false,,3
BH76_69,BH46,gscdb137,false,true,false,false,,3
BH76_70,BH46,gscdb137,false,true,false,false,,3
BH76_71,BH46,gscdb137,false,true,false,false,,3
BH76_72,BH46,gscdb137,false,true,false,false,,3
BH76_73,BH46,gscdb137,false,true,false,false,,3
BH76_74,BH46,gscdb137,false,true,false,false,,3
BH76_75,BH46,gscdb137,false,true,false,false,,2
BH76RC_1,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_2,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_3,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_4,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_5,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_6,BH76RC,gscdb137,false,true,false,false,,2
BH76RC_7,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_8,BH76RC,gscdb137,false,true,false,false,,2
BH76RC_9,BH76RC,gscdb137,false,true,false,false,,3
BH76RC_10,BH76RC,gscdb137,false,true,false,false,,3
BH76RC_11,BH76RC,gscdb137,false,true,false,false,,3
BH76RC_12,BH76RC,gscdb137,false,true,false,false,,3
BH76RC_13,BH76RC,gscdb137,false,true,false,false,,2
BH76RC_14,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_15,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_16,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_17,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_18,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_19,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_20,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_21,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_22,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_23,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_24,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_25,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_26,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_27,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_28,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_29,BH76RC,gscdb137,false,true,false,false,,4
BH76RC_30,BH76RC,gscdb137,false,true,false,false,,4
BH9_1,BH876,gscdb137,false,true,false,false,,2
BH9_2,BH876,gscdb137,false,true,false,false,,2
BH9_3,BH876,gscdb137,false,true,false,false,,2
BH9_4,BH876,gscdb137,false,true,false,false,,2
BH9_5,BH876,gscdb137,false,true,false,false,,2
BH9_6,BH876,gscdb137,false,true,false,false,,2
BH9_7,BH876,gscdb137,false,true,false,false,,2
BH9_8,BH876,gscdb137,false,true,false,false,,2
BH9_9,BH876,gscdb137,false,true,false,false,,2
BH9_10,BH876,gscdb137,false,true,false,false,,2
BH9_11,BH876,gscdb137,false,true,false,false,,2
BH9_12,BH876,gscdb137,false,true,false,false,,2
BH9_13,BH876,gscdb137,false,true,false,false,,2
BH9_14,BH876,gscdb137,false,true,false,false,,2
BH9_15,BH876,gscdb137,false,true,false,false,,2
BH9_16,BH876,gscdb137,false,true,false,false,,2
BH9_17,BH876,gscdb137,false,true,false,false,,3
BH9_18,BH876,gscdb137,false,true,false,false,,2
BH9_19,BH876,gscdb137,false,true,false,false,,2
BH9_20,BH876,gscdb137,false,true,false,false,,2
BH9_21,BH876,gscdb137,false,true,false,false,,2
BH9_22,BH876,gscdb137,false,true,false,false,,2
BH9_23,BH876,gscdb137,false,true,false,false,,2
BH9_24,BH876,gscdb137,false,true,false,false,,2
BH9_25,BH876,gscdb137,false,true,false,false,,2
BH9_26,BH876,gscdb137,false,true,false,false,,2
BH9_27,BH876,gscdb137,false,true,false,false,,2
BH9_28,BH876,gscdb137,false,true,false,false,,2
BH9_29,BH876,gscdb137,false,true,false,false,,2
BH9_30,BH876,gscdb137,false,true,false,false,,2
BH9_31,BH876,gscdb137,false,true,false,false,,2
BH9_32,BH876,gscdb137,false,true,false,false,,2
BH9_33,BH876,gscdb137,false,true,false,false,,2
BH9_34,BH876,gscdb137,false,true,false,false,,2
BH9_35,BH876,gscdb137,false,true,false,false,,2
BH9_36,BH876,gscdb137,false,true,false,false,,2
BH9_37,BH876,gscdb137,false,true,false,false,,2
BH9_38,BH876,gscdb137,false,true,false,false,,2
BH9_39,BH876,gscdb137,false,true,false,false,,2
BH9_40,BH876,gscdb137,false,true,false,false,,2
BH9_41,BH876,gscdb137,false,true,false,false,,2
BH9_42,BH876,gscdb137,false,true,false,false,,2
BH9_43,BH876,gscdb137,false,true,false,false,,2
BH9_44,BH876,gscdb137,false,true,false,false,,2
BH9_45,BH876,gscdb137,false,true,false,false,,2
BH9_46,BH876,gscdb137,false,true,false,false,,2
BH9_47,BH876,gscdb137,false,true,false,false,,2
BH9_48,BH876,gscdb137,false,true,false,false,,2
BH9_49,BH876,gscdb137,false,true,false,false,,2
BH9_50,BH876,gscdb137,false,true,false,false,,2
BH9_51,BH876,gscdb137,false,true,false,false,,2
BH9_52,BH876,gscdb137,false,true,false,false,,2
BH9_53,BH876,gscdb137,false,true,false,false,,2
BH9_54,BH876,gscdb137,false,true,false,false,,2
BH9_55,BH876,gscdb137,false,true,false,false,,2
BH9_56,BH876,gscdb137,false,true,false,false,,2
BH9_57,BH876,gscdb137,false,true,false,false,,2
BH9_58,BH876,gscdb137,false,true,false,false,,2
BH9_59,BH876,gscdb137,false,true,false,false,,2
BH9_60,BH876,gscdb137,false,true,false,false,,2
BH9_61,BH876,gscdb137,false,true,false,false,,2
BH9_62,BH876,gscdb137,false,true,false,false,,2
BH9_63,BH876,gscdb137,false,true,false,false,,2
BH9_64,BH876,gscdb137,false,true,false,false,,2
BH9_65,BH876,gscdb137,false,true,false,false,,2
BH9_66,BH876,gscdb137,false,true,false,false,,2
BH9_67,BH876,gscdb137,false,true,false,false,,2
BH9_68,BH876,gscdb137,false,true,false,false,,2
BH9_69,BH876,gscdb137,false,true,false,false,,2
BH9_70,BH876,gscdb137,false,true,false,false,,2
BH9_71,BH876,gscdb137,false,true,false,false,,2
BH9_72,BH876,gscdb137,false,true,false,false,,2
BH9_73,BH876,gscdb137,false,true,false,false,,2
BH9_74,BH876,gscdb137,false,true,false,false,,2
BH9_75,BH876,gscdb137,false,true,false,false,,2
BH9_76,BH876,gscdb137,false,true,false,false,,2
BH9_77,BH876,gscdb137,false,true,false,false,,2
BH9_78,BH876,gscdb137,false,true,false,false,,2
BH9_79,BH876,gscdb137,false,true,false,false,,2
BH9_80,BH876,gscdb137,false,true,false,false,,2
BH9_81,BH876,gscdb137,false,true,false,false,,2
BH9_82,BH876,gscdb137,false,true,false,false,,2
BH9_83,BH876,gscdb137,false,true,false,false,,2
BH9_84,BH876,gscdb137,false,true,false,false,,2
BH9_85,BH876,gscdb137,false,true,false,false,,2
BH9_86,BH876,gscdb137,false,true,false,false,,2
BH9_87,BH876,gscdb137,false,true,false,false,,2
BH9_88,BH876,gscdb137,false,true,false,false,,2
BH9_89,BH876,gscdb137,false,true,false,false,,2
BH9_90,BH876,gscdb137,false,true,false,false,,2
BH9_91,BH876,gscdb137,false,true,false,false,,3
BH9_92,BH876,gscdb137,false,true,false,false,,2
BH9_93,BH876,gscdb137,false,true,false,false,,2
BH9_94,BH876,gscdb137,false,true,false,false,,2
BH9_95,BH876,gscdb137,false,true,false,false,,3
BH9_96,BH876,gscdb137,false,true,false,false,,2
BH9_97,BH876,gscdb137,false,true,false,false,,3
BH9_98,BH876,gscdb137,false,true,false,false,,2
BH9_99,BH876,gscdb137,false,true,false,false,,3
BH9_100,BH876,gscdb137,false,true,false,false,,2
BH9_101,BH876,gscdb137,false,true,false,false,,3
BH9_102,BH876,gscdb137,false,true,false,false,,2
BH9_103,BH876,gscdb137,false,true,false,false,,3
BH9_104,BH876,gscdb137,false,true,false,false,,2
BH9_105,BH876,gscdb137,false,true,false,false,,2
BH9_106,BH876,gscdb137,false,true,false,false,,2
BH9_107,BH876,gscdb137,false,true,false,false,,2
BH9_108,BH876,gscdb137,false,true,false,false,,2
BH9_109,BH876,gscdb137,false,true,false,false,,2
BH9_110,BH876,gscdb137,false,true,false,false,,2
BH9_111,BH876,gscdb137,false,true,false,false,,2
BH9_112,BH876,gscdb137,false,true,false,false,,2
BH9_113,BH876,gscdb137,false,true,false,false,,2
BH9_114,BH876,gscdb137,false,true,false,false,,2
BH9_115,BH876,gscdb137,false,true,false,false,,2
BH9_116,BH876,gscdb137,false,true,false,false,,2
BH9_117,BH876,gscdb137,false,true,false,false,,2
BH9_118,BH876,gscdb137,false,true,false,false,,2
BH9_119,BH876,gscdb137,false,true,false,false,,2
BH9_120,BH876,gscdb137,false,true,false,false,,2
BH9_121,BH876,gscdb137,false,true,false,false,,2
BH9_122,BH876,gscdb137,false,true,false,false,,2
BH9_123,BH876,gscdb137,false,true,false,false,,2
BH9_124,BH876,gscdb137,false,true,false,false,,2
BH9_125,BH876,gscdb137,false,true,false,false,,2
BH9_126,BH876,gscdb137,false,true,false,false,,2
BH9_127,BH876,gscdb137,false,true,false,false,,2
BH9_128,BH876,gscdb137,false,true,false,false,,2
BH9_129,BH876,gscdb137,false,true,false,false,,2
BH9_130,BH876,gscdb137,false,true,false,false,,2
BH9_131,BH876,gscdb137,false,true,false,false,,2
BH9_132,BH876,gscdb137,false,true,false,false,,2
BH9_133,BH876,gscdb137,false,true,false,false,,2
BH9_134,BH876,gscdb137,false,true,false,false,,2
BH9_135,BH876,gscdb137,false,true,false,false,,2
BH9_136,BH876,gscdb137,false,true,false,false,,2
BH9_137,BH876,gscdb137,false,true,false,false,,2
BH9_138,BH876,gscdb137,false,true,false,false,,2
BH9_139,BH876,gscdb137,false,true,false,false,,2
BH9_140,BH876,gscdb137,false,true,false,false,,2
BH9_141,BH876,gscdb137,false,true,false,false,,2
BH9_142,BH876,gscdb137,false,true,false,false,,2
BH9_143,BH876,gscdb137,false,true,false,false,,2
BH9_144,BH876,gscdb137,false,true,false,false,,2
BH9_145,BH876,gscdb137,false,true,false,false,,2
BH9_146,BH876,gscdb137,false,true,false,false,,2
BH9_147,BH876,gscdb137,false,true,false,false,,2
BH9_148,BH876,gscdb137,false,true,false,false,,2
BH9_149,BH876,gscdb137,false,true,false,false,,2
BH9_150,BH876,gscdb137,false,true,false,false,,2
BH9_151,BH876,gscdb137,false,true,false,false,,2
BH9_152,BH876,gscdb137,false,true,false,false,,2
BH9_153,BH876,gscdb137,false,true,false,false,,3
BH9_154,BH876,gscdb137,false,true,false,false,,2
BH9_155,BH876,gscdb137,false,true,false,false,,3
