species,scope,coefficient_fitting,model_selection,overfitting_diagnostic,final_assessment,qchem_input_metadata_available,geometry_status
10c_imidazole_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
10c_imidazole_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
10c_imidazole_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
10prod1_CR20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
10prod2_CR20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
10prod_DIE60,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
10react_CR20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
10react_DIE60,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
110_BzBz_PD32-1p7_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
111_BzBz_PD32-1p8_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
112_BzBz_PD32-1p9_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
113_BzBz_PD32-2p0_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
114_BzBz_PD32-2p2_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
115_BzBz_PD32-2p4_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
116_BzBz_PD32-2p6_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
117_BzBz_PD32-2p8_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
118_BzBz_PD32-3p0_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
119_BzBz_PD34-0p2_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
119_BzBz_PD34-0p2_monA_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
119_BzBz_PD34-0p2_monB_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_000-000-SP_Pentane14,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_2p800_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_2p900_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_3p000_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_3p100_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_3p150_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_3p200_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_3p250_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_3p300_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_3p350_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_3p400_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_3p500_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_3p600_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_3p700_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_3p800_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_3p900_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_4p000_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_4p250_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_4p500_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_4p750_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_5p000_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_5p500_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_6p000_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_6p500_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_7p000_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_monA_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Benzene_Ne_monB_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Br2_XB18,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11_C20BowlC5v_C20C24,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_C4H4_Platonic24,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_CH4_H2O_OH__C_dim_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_CH4_H2O_OH__C_monA_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_CH4_H2O_OH__C_monB_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Cl-_ClF_dim_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11_Cl-_ClF_monA_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11_Cl-_ClF_monB_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11_ClF-A_dim_CT20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11_ClF-A_monA_CT20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11_ClF-A_monB_CT20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11_ClHNH3_HB49,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_H2O1F_HW6F,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_H2O1F_mon1_HW6F,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_H2O1F_mon2_HW6F,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_H2O_TA13,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11_H_AE18,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11_Isomer1_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Isomer1_Styrene45,gscdb137,true,true,false,true,true,verified_qchem_input_snapshot
11_Isomer1_mon10_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Isomer1_mon11_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Isomer1_mon1_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Isomer1_mon2_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Isomer1_mon3_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Isomer1_mon4_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Isomer1_mon5_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Isomer1_mon6_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Isomer1_mon7_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Isomer1_mon8_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Isomer1_mon9_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_NH2Br_HNBrBDE18,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_Reactant1_EIE22,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11_Rxn1_TS_0cat_WCPT27,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_ala29-big_dim_HSG,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11_ala29-big_monA_HSG,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11_ala29-big_monB_HSG,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11_boat-a_H2O16Rel5,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_c2h4_BH76,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11_ch3oh_ch3sch3_cs_dim_DS14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11_ch3oh_ch3sch3_cs_monA_DS14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11_ch3oh_ch3sch3_cs_monB_DS14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11_formaldehyde-ethene_0p9_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_formaldehyde-ethene_1p0_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_formaldehyde-ethene_1p1_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_formaldehyde-ethene_1p2_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_formaldehyde-ethene_1p4_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_formaldehyde-ethene_1p6_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_formaldehyde-ethene_2p0_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon10_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon11_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon12_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon13_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon14_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon15_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon16_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon17_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon18_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon19_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon1_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon20_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon2_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon3_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon4_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon5_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon6_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon7_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon8_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_isomer1_mon9_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11_methane_Alk44,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11a_isoxazole_dimAB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11a_isoxazole_dimAC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11a_isoxazole_dimBC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11a_isoxazole_monA_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11a_isoxazole_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11a_isoxazole_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11a_isoxazole_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11b_isoxazole_dimAB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11b_isoxazole_dimAC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11b_isoxazole_dimBC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11b_isoxazole_monA_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11b_isoxazole_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11b_isoxazole_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11b_isoxazole_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11c_isoxazole_dimAB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11c_isoxazole_dimAC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11c_isoxazole_dimBC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11c_isoxazole_monA_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11c_isoxazole_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11c_isoxazole_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11c_isoxazole_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11prod1_CR20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11prod2_CR20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11prod_DIE60,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
11react_CR20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
11react_DIE60,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
120_BzBz_PD34-0p4_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
121_BzBz_PD34-0p6_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
122_BzBz_PD34-0p8_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
123_BzBz_PD34-1p0_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
124_BzBz_PD34-1p2_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
125_BzBz_PD34-1p4_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
126_BzBz_PD34-1p5_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
127_BzBz_PD34-1p6_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
128_BzBz_PD34-1p7_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
129_BzBz_PD34-1p8_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_080-000-TS_Pentane14,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Ar-HF_dim_NC15,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Ar-HF_monA_NC15,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Ar-HF_monB_NC15,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_2p800_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_2p900_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_3p000_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_3p100_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_3p150_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_3p200_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_3p250_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_3p300_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_3p400_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_3p500_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_3p600_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_3p700_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_3p800_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_3p900_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_4p000_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_4p250_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_4p500_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_4p750_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_5p000_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_5p500_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_6p000_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_6p500_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_7p000_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_monA_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Benzene_HF_monB_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_Br-_ClF_dim_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
12_Br-_ClF_monA_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
12_Br-_ClF_monB_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
12_Br2NCH_XB18,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
12_C6H6_Platonic24,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_CH4_H2O_CH__O_dim_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
12_CH4_H2O_CH__O_monA_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
